,0,1,2,3,4,reviewType
184,Y,0,7,4,"Food was great, service was excellent. They don't take reservations, but it's worth the wait. Casual but unique setting. I try something new every time I go, have not been disappointed. Highly recommended!",pos
185,Y,1,11,4,We ordered delivery.  Everything was great.  One of the best Tea Leaf Salads I have ever had.,pos
186,Y,0,3,4,Tea leaf salad!,neu
187,Y,0,3,4,Love the cinnamon knots!,pos
188,Y,1,20,5,Fantastic!,pos
189,Y,1,8,1,"Not a fan, sorry I know this place is iconic but it's not for me.",neg
190,Y,0,3,1,"Tourist TRAP, paper plates, surly severs.",neg
191,Y,0,8,1,"Over rated! There are better rib places out there, but like most famous places and people just not as great in person!",neg
192,Y,0,2,2,Overall not very good. The ribs and brisket combo both we're over cooked. The dry rub on ribs was good. Baked beans we're average. Wouldn't recommend.,neg
193,Y,1,8,2,Food was ok. Had much better in memphis.,pos
194,Y,83,21,2,Overrated,neu
195,Y,0,1,1,"Not good in taking take-out orders.  Pre-ordered 4 hours before pickup, by the time I came in order is not ready.  Guy said 5 minutes.  Ok gave them a chance, I waited.  After that I ask about my order and said 10 more minutes.  I sad that's it, can't wait any longer.  I don't recommend this restaurant.",neg
196,Y,0,1,1,"Line up was too slow, service was too slow, and food was basic.",neu
197,Y,0,3,1,very asian  i could no understand them,neg
198,Y,0,7,1,im pretty sure they use real animals something about my chicken  last night just did not taste right,pos
199,Y,0,15,1,"The food is okay but alway too crowded. I like the Chinese place across the street much better. It's clean, food is great and service is way better.",pos
200,Y,7,10,1,Services never again. Wait time? if you like waiting 2 hours. Ordered chicken wings 3 hours prior. Came and waited another hour. If that is something you willing to do for food. By all means!,pos
201,Y,20,12,1,The customer service sucks!!!!!!!!!!!!!,neg
202,Y,0,3,1,"this is the lousest service i recieved from a restaurant!!!
maybe because they enjoy a very good business, all the waiters/waitresses just do not care about the customers. no smile, no greetings, ignore you even when they see you waving at them. its just humiliating to be sitting there wait for their attention. i don't care about their food (which they are not the best around, there are more better one in central sunset or richmond) and their price (which is actually pricy in term of their menu), i just cannot tolerate waiting in line for an hour, and dine in a crowded and noisy and dirty place, and finally have to look at the awful faces and attitudes of the waiters (even the owner).

as a customer who demands respect, i will not recommend this restaurant at all.",neg
